Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
what does aws stand for,1,1,2400,86,2.31,595,0.04,1374,0.02,0,"[81,81,28,19,24,28,24,24,28,54,24,28]",2025-01-20,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, People also search",informational,Organic
what is mining for bitcoin,1,1,2400,79,0,595,0.04,0,0,57300000,"[81,81,13,16,66,0,0,0,0,0,0,3]",2025-01-23,"Sitelinks, Reviews, Video, Featured snippet, Ads bottom, People also ask, Related searches, People also search",informational,Organic
how to plot graph in excel,1,1,2400,58,0.2,595,0.04,119,0.01,113000000,"[54,54,100,81,29,54,54,43,43,81,81,54]",2025-01-23,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, People also search",informational,Organic
business analyst interview questions,1,1,2400,31,0.25,595,0.04,148,0.23,119000000,"[44,44,44,53,81,44,35,44,53,35,35,29]",2025-01-26,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
spearman's rank,1,1,2400,46,0,595,0.04,0,0,19900000,"[36,43,2,2,13,66,0,3,3,66,81,100]",2025-01-23,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Things to know",informational,Organic
reasoning aptitude test logic pattern based questions in interviews,1,1,2400,32,0,595,0.04,0,0,47600000,[100],2025-01-27,"Reviews, Video, People also ask, Related searches, Discussions and forums, People also search","commercial, informational",Organic
data analytics job description,1,1,2400,50,1.1,595,0.04,654,0.11,0,"[16,54,29,29,12,35,35,12,44,29,29,16]",2025-01-20,"Sitelinks, Reviews, Video, People also ask, Related searches, People also search",commercial,Organic
what is mining bitcoin,1,1,2400,80,0,595,0.04,0,0,140000000,"[7,7,24,13,7,7,7,7,7,16,4,16]",2025-01-26,"Top stories, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, People also search",informational,Organic
ordinal information,1,1,2400,37,0,595,0.04,0,0,32200000,"[0,0,2,1,24,16,19,13,29,100,24,29]",2025-01-27,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
what usually a java backend developer do,1,1,2400,16,0,595,0.04,0,0,38300000,[100],2025-01-20,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
new new technology,1,1,2400,56,0.69,595,0.04,410,0.32,7820000000,"[66,36,24,43,36,24,28,36,36,36,54,10]",2025-01-20,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
kuberntes inerview,1,1,2400,31,0,595,0.04,0,0,52900000,[100],2025-01-26,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, People also search",informational,Organic
blink html,1,1,18100,54,0,588,0.04,0,0,115000000,"[54,44,67,67,100,81,24,10,29,67,67,44]",2025-01-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
excel keyboard shortcuts,2,2,4400,50,0.1,580,0.04,58,0.48,89600000,"[66,19,19,15,15,100,66,66,29,29,23,15]",2025-01-24,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
how to take apart a string in python,2,2,4400,52,0,580,0.04,0,0,31100000,[100],2025-01-24,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
release anager,1,1,4400,28,0,580,0.04,0,0,1480000000,[100],2025-01-24,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
how have technological advancements changed our lives,1,1,4400,63,0,580,0.04,0,0,682000000,"[100,0]",2025-01-25,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Questions and answers, People also search, AI overview",informational,Organic
data analytics,1,0,33100,82,6.51,579,0.04,3769,0.41,2340000000,"[44,54,66,54,54,44,44,44,44,44,44,44]",2025-01-26,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, People also search, AI overview",informational,People also ask
simplilearn americas,1,1,720,33,2.31,576,0.04,1330,0.14,169000,"[0,0,0,0,0,55,65,44,100,4,8,5]",2025-01-14,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know",navigational,Organic
project manager positions,1,1,4400,36,0.82,545,0.03,446,0.14,309000000,"[23,36,23,54,44,10,13,100,8,36,44,10]",2025-01-26,"Reviews, Video, People also ask, Related searches",commercial,People also ask
delete duplicates in excel,3,4,18100,40,0.04,543,0.03,21,0,18000000,"[66,66,44,44,44,36,36,36,44,44,36,44]",2025-01-26,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
business planning,1,1,8100,90,3.24,534,0.03,1730,0.45,4030000000,"[29,24,44,44,29,44,8,19,24,8,16,16]",2025-01-26,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Things to know",informational,People also ask
interpersonal skills meaning,1,1,8100,60,0.07,534,0.03,37,0.03,108000000,"[66,100,100,81,81,81,66,66,81,81,66,54]",2025-01-26,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums, People also search",informational,People also ask
rebase in git,1,0,8100,65,0.85,534,0.03,453,0.02,5890000,"[19,3,24,66,66,81,54,29,24,100,29,66]",2025-01-26,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Things to know",informational,People also ask
c sharp,1,1,8100,86,2.05,534,0.03,1094,0.01,1250000000,"[29,36,44,36,54,44,29,29,36,44,44,29]",2025-01-27,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know, People also search",informational,People also ask
standard deviation excel,1,1,8100,44,0,534,0.03,0,0,46500000,"[19,36,44,36,44,24,16,19,29,81,54,44]",2025-01-27,"Video, Featured snippet, People also ask, Related searches",informational,People also ask
what is javascript,1,1,8100,59,0.66,534,0.03,352,0.03,2630000000,"[66,81,66,81,81,54,44,54,54,81,66,54]",2025-01-26,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,People also ask
how to code,1,1,8100,55,2.4,534,0.03,1281,0.53,12610000000,"[54,66,66,54,54,54,44,44,44,54,54,44]",2025-01-26,"Sitelinks, People also ask, Related searches, Discussions and forums, People also search",informational,People also ask
what is six sigma,1,1,8100,63,0.62,534,0.03,331,0.1,157000000,"[44,66,66,54,54,54,44,44,44,54,66,44]",2025-01-26,"Instant answer, Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,People also ask
excel in vlookup,5,5,22200,68,0.07,532,0.03,37,0.01,25100000,"[36,81,66,66,81,100,66,54,100,100,100,100]",2025-01-26,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
sales force,1,1,40500,84,8.34,526,0.03,4386,0.1,1010000000,"[54,66,44,54,54,66,54,54,54,54,54,44]",2025-01-26,"Knowledge panel, Top stories, Image pack, Sitelinks, Reviews, Video, Image, Ads top, Ads bottom, People also ask, Related searches",navigational,People also ask
how to compare 2 columns in excel,1,1,2900,28,0.06,503,0.03,30,0.01,347000000,"[100,65,36,81,43,54,65,65,65,54,43,43]",2025-01-21,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
python loop,1,1,2900,71,0.44,503,0.03,221,0.01,112000000,"[24,66,66,43,66,36,43,28,43,36,43,28]",2025-01-23,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
cyber security course,1,1,12100,76,14.71,496,0.03,7296,0.42,507000000,"[29,44,44,29,36,36,54,100,81,81,36,36]",2025-01-26,"Image pack, Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, People also search",commercial,People also ask
technical skills,1,1,12100,47,1.41,496,0.03,699,0.01,1060000000,"[54,81,81,81,66,66,44,44,66,81,81,66]",2025-01-27,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,People also ask
correlation vs causation,1,1,12100,66,0.47,496,0.03,233,0.01,72500000,"[66,54,81,66,66,54,54,54,81,100,100,81]",2025-01-26,"Image pack, Video, Featured snippet, People also ask, Related searches, Things to know, Discussions and forums",commercial,People also ask
bubble sort,2,2,12100,65,2.31,496,0.03,1145,0,335000000,"[44,44,66,66,66,54,24,29,29,54,81,81]",2025-01-27,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know",informational,People also ask
dmaic,1,2,12100,49,1.11,496,0.03,550,0.01,3780000,"[44,54,66,66,66,54,54,54,54,54,54,54]",2025-01-26,"Knowledge panel, Reviews, Video, Featured snippet, Image, People also ask, Related searches, Things to know",informational,People also ask
tech jobs,1,1,12100,67,1.87,496,0.03,927,0.21,1340000000,"[44,66,66,66,66,81,66,81,81,81,54,66]",2025-01-26,"Sitelinks, Reviews, People also ask, Related searches",commercial,People also ask
pmp certification cost,1,1,12100,45,2.59,496,0.03,1284,0.33,119000000,"[54,66,66,54,66,54,54,66,54,54,54,100]",2025-01-26,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches",informational,People also ask
what is microsoft access used for,1,1,880,70,0.61,492,0.03,300,0.01,876000000,"[45,55,45,36,45,55,30,55,55,62,62,62]",2025-01-15,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
neural network,1,0,22200,86,3.8,488,0.03,1854,0.02,252000000,"[54,81,81,67,100,67,67,67,67,67,81,67]",2025-01-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, Things to know, People also search",informational,People also ask
free website,1,0,22200,100,6.83,488,0.03,3333,0.62,24420000000,"[36,44,36,36,44,44,36,44,44,44,44,36]",2025-01-26,"Image pack, Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, People also search",commercial,People also ask
network,5,8,40500,86,2.71,486,0.03,1317,0.02,8320000000,"[54,66,66,81,81,66,44,81,66,66,81,66]",2025-01-26,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,People also ask
ai apps,1,1,14800,80,1.94,481,0.03,933,0.57,12160000000,"[19,44,54,29,44,36,36,29,36,81,100,44]",2025-01-27,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,People also ask
ai app,1,1,14800,76,1.94,481,0.03,933,0.57,12590000000,"[20,20,20,24,20,20,20,16,20,36,54,20]",2025-01-26,"Knowledge panel, Sitelinks, Reviews, Video, Ads bottom, People also ask, Related searches, AI overview",informational,People also ask
artificial intelligence app,1,1,14800,80,1.94,481,0.03,933,0.57,690000000,"[24,44,44,36,36,36,36,16,16,100,24,16]",2025-01-26,"Carousel, Sitelinks, Reviews, Video, Ads bottom, People also ask, Related searches",informational,People also ask
good paying jobs,1,1,14800,35,0.42,481,0.03,202,0.22,2900000000,"[66,100,66,66,81,81,66,66,81,81,81,66]",2025-01-26,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,People also ask
hosting services,1,1,14800,100,11.54,481,0.03,5550,0.56,633000000,"[54,81,100,66,36,100,54,100,66,66,66,54]",2025-01-26,"Sitelinks, Reviews, Video, People also ask, Related searches, Things to know",commercial,People also ask
coding environment for python,1,1,3600,74,2.44,475,0.03,1159,0.06,115000000,"[0,0,2,1,0,1,81,0,29,100,2,0]",2025-01-24,"Carousel, Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, People also search",informational,Organic
python multiline comment,1,1,3600,50,0.07,475,0.03,33,0.08,13900000,"[43,81,81,54,36,43,54,36,54,54,81,43]",2025-01-25,"Sitelinks, Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
internet and marketing,1,1,3600,66,9.04,475,0.03,4294,0.07,4070000000,"[66,66,66,81,100,24,10,43,100,19,36,66]",2025-01-20,"Knowledge panel, Reviews, Video Carousel, People also ask, Related searches, People also search, AI overview",informational,Organic
simplylearn,1,1,590,80,2.31,472,0.03,1090,0.14,0,"[55,100,13,13,36,8,24,8,20,81,36,30]",2025-01-17,"Sitelinks, Reviews, Video, Ads top, People also ask, Related searches, See results about",navigational,Organic
simple learn,1,1,590,63,2.31,472,0.03,1090,0.14,0,"[7,52,16,16,13,46,3,31,46,37,46,68]",2025-01-18,"Sitelinks, Reviews, Video, People also ask, Related searches, See results about","commercial, navigational",Organic
goal big o notation,1,1,1900,43,0,471,0.03,0,0,11100000,[100],2025-01-21,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
aws interview questions,1,1,1900,33,0.38,471,0.03,178,0.05,93900000,"[36,52,52,52,52,52,44,52,52,52,52,36]",2025-01-20,"Image pack, Sitelinks, Reviews, Video, Related searches, Discussions and forums",informational,Organic
experience with agile or scrum is beneficial,1,1,1900,29,0,471,0.03,0,0,1050000,[100],2025-01-21,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
python reference to a tuple,1,1,1900,43,0,471,0.03,0,0,984000,[100],2025-01-22,"Image pack, Sitelinks, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
what technology has been or is currently,1,1,1900,68,0,471,0.03,0,0,4590000000,[100],2025-01-22,"Sitelinks, Video, People also ask, Related searches, People also search",informational,Organic
machine learnign alogrthims examples,1,1,1900,76,0,471,0.03,0,0,145000000,[100],2025-01-21,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches, Discussions and forums, People also search","commercial, informational",Organic
how will advancements in technology,1,1,1900,57,0,471,0.03,0,0,1060000000,[100],2025-01-21,"Sitelinks, Video, People also ask, Related searches, People also search",informational,Organic
youtube monetization criteria,1,1,1900,76,0.43,471,0.03,202,0.01,2830000,"[54,81,4,10,3,8,81,16,54,65,54,100]",2025-01-25,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
eef pmio,1,1,1900,11,0,471,0.03,0,0,81,[100],2025-01-21,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
best hacker finder software,1,1,1900,37,0,471,0.03,0,0,37100000,[100],2025-01-20,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
do you need pip to use datetime,1,1,1900,53,0,471,0.03,0,0,48200000,[100],2025-01-21,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
what is a dictionary in python simple terms,1,1,1900,66,0,471,0.03,0,0,55900000,[100],2025-01-22,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
power bi interview questions,1,1,1900,34,0.07,471,0.03,32,0.14,74600000,"[54,79,79,79,79,79,79,100,66,66,100,66]",2025-01-22,"Sitelinks, Reviews, Video, Related searches, Discussions and forums",informational,Organic
pycharm shortcut to make multiple lines a comment,1,1,1900,29,0,471,0.03,0,0,106000,[100],2025-01-22,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
case funtion in java,1,1,1900,49,0,471,0.03,0,0,131000000,[100],2025-01-21,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
how to do 50 of a number in excel,1,1,1900,46,0,471,0.03,0,0,404000000,[100],2025-01-21,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
